DATE,City,"Agriculture, Forestry, Fishing and Hunting",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accommodation and Food Services,Other Services (except Public Administration),Federal Government,Local Government,State Government,Not Elsewhere Classified,"Mining, Quarrying, and Oil and Gas Extraction"
11-Apr,Cathedral City,NA,NA,453,153,101,2426,34,95,151,236,108,NA,878,NA,612,174,1360,977,NA,898,NA,39,NA
11-May,Cathedral City,NA,NA,458,161,101,2411,32,96,148,234,106,NA,863,NA,612,164,1341,952,NA,900,NA,44,NA
11-Jun,Cathedral City,NA,NA,463,164,98,2407,33,102,168,226,105,NA,843,NA,606,155,1302,905,NA,897,NA,35,NA
11-Jul,Cathedral City,NA,NA,488,163,93,2378,29,101,152,220,116,NA,791,NA,544,118,1227,821,NA,851,NA,32,NA
11-Aug,Cathedral City,NA,NA,488,159,96,2386,27,99,153,216,114,NA,738,NA,552,98,1186,757,NA,851,NA,28,NA
11-Sep,Cathedral City,NA,NA,519,154,88,2379,27,92,149,213,115,NA,711,NA,558,103,1258,828,NA,855,NA,27,NA
11-Oct,Cathedral City,NA,NA,531,151,92,2367,32,90,146,213,118,NA,656,NA,564,103,1258,813,NA,872,NA,43,NA
11-Nov,Cathedral City,NA,NA,507,150,95,2434,31,44,146,219,113,NA,662,NA,526,108,1298,864,NA,871,NA,52,NA
11-Dec,Cathedral City,NA,NA,523,150,92,2449,31,42,140,219,114,NA,647,NA,568,114,1281,874,NA,875,NA,54,NA
11-Jan,Coachella,1484,NA,224,538,207,1021,84,NA,60,82,28,NA,55,NA,94,NA,495,238,NA,2244,NA,20,NA
11-Feb,Coachella,1323,NA,238,541,214,1017,73,NA,61,80,32,NA,64,NA,98,NA,499,236,NA,2248,NA,17,NA
11-Mar,Coachella,1587,NA,234,525,222,1036,65,NA,59,79,32,NA,68,NA,95,NA,510,231,NA,2233,NA,18,NA
11-Apr,Coachella,1360,NA,243,541,227,1044,63,NA,67,74,33,NA,64,NA,99,NA,494,266,NA,2251,NA,12,NA
11-May,Coachella,1310,NA,252,544,231,1017,74,NA,68,77,28,NA,64,NA,94,NA,503,275,NA,2243,NA,13,NA
11-Jun,Coachella,1884,NA,255,524,236,977,87,NA,67,83,27,NA,67,NA,104,NA,495,278,NA,2235,NA,9,NA
11-Jul,Coachella,1446,NA,245,515,249,968,82,NA,68,60,23,NA,73,NA,101,NA,485,259,NA,2184,NA,10,NA
11-Aug,Coachella,1262,NA,233,511,253,956,90,NA,66,63,20,NA,54,NA,95,NA,432,236,NA,2165,NA,10,NA
11-Sep,Coachella,1331,NA,224,542,249,945,97,NA,67,65,22,NA,66,NA,94,NA,444,237,NA,2163,NA,12,NA
11-Oct,Coachella,1545,NA,248,545,250,922,100,NA,68,66,26,NA,64,NA,82,NA,442,221,NA,2181,NA,23,NA
11-Nov,Coachella,1329,NA,236,540,255,906,89,NA,67,68,29,NA,48,NA,79,NA,463,225,NA,2186,NA,18,NA
11-Dec,Coachella,1506,NA,255,535,255,919,70,NA,66,63,42,NA,44,NA,83,NA,448,219,NA,2201,NA,20,NA
11-Jan,Desert Hot Springs,NA,NA,170,10,16,443,39,9,NA,69,44,NA,65,NA,324,95,689,316,NA,614,NA,18,NA
11-Feb,Desert Hot Springs,NA,NA,183,9,16,440,40,9,NA,68,43,NA,95,NA,326,96,668,313,NA,614,NA,26,NA
11-Mar,Desert Hot Springs,NA,NA,193,9,16,453,36,9,NA,71,42,NA,81,NA,321,97,694,308,NA,615,NA,20,NA
11-Apr,Desert Hot Springs,NA,NA,185,9,17,457,36,9,NA,73,40,NA,87,NA,330,94,639,313,NA,476,NA,15,NA
11-May,Desert Hot Springs,NA,NA,195,9,16,442,38,9,NA,68,30,NA,84,NA,328,91,624,316,NA,477,NA,15,NA
11-Jun,Desert Hot Springs,NA,NA,197,9,15,444,38,9,NA,71,31,NA,87,NA,334,91,624,311,NA,481,NA,15,NA
11-Jul,Desert Hot Springs,NA,NA,150,6,15,436,26,9,NA,69,28,NA,86,NA,307,75,591,295,NA,620,NA,11,NA
11-Aug,Desert Hot Springs,NA,NA,148,5,13,447,28,9,NA,67,27,NA,79,NA,329,77,587,303,NA,622,NA,12,NA
11-Sep,Desert Hot Springs,NA,NA,163,5,15,432,25,9,NA,66,26,NA,64,NA,350,76,601,295,NA,622,NA,12,NA
11-Oct,Desert Hot Springs,NA,NA,193,6,15,441,27,11,NA,73,30,NA,75,NA,341,85,632,311,NA,631,NA,14,NA
11-Nov,Desert Hot Springs,NA,NA,197,10,15,464,29,10,NA,78,30,NA,97,NA,326,98,682,314,NA,630,NA,12,NA
11-Dec,Desert Hot Springs,NA,NA,192,10,8,463,26,11,NA,77,35,NA,93,NA,344,97,656,305,NA,632,NA,13,NA
11-Jan,Indian Wells,NA,NA,8,NA,NA,49,NA,NA,219,NA,116,NA,175,NA,129,1077,1378,127,NA,NA,NA,8,NA
11-Feb,Indian Wells,NA,NA,7,NA,NA,49,NA,NA,216,NA,116,NA,170,NA,132,1109,1370,125,NA,NA,NA,8,NA
11-Mar,Indian Wells,NA,NA,8,NA,NA,50,NA,NA,214,NA,120,NA,171,NA,131,1212,1401,125,NA,NA,NA,8,NA
11-Apr,Indian Wells,NA,NA,4,NA,NA,50,NA,NA,209,NA,114,NA,182,NA,133,1075,1354,125,NA,NA,NA,12,NA
11-May,Indian Wells,NA,NA,6,NA,NA,53,NA,NA,211,NA,112,NA,173,NA,134,1028,1387,124,NA,NA,NA,14,NA
11-Jun,Indian Wells,NA,NA,9,NA,NA,48,NA,NA,206,NA,116,NA,162,NA,138,737,1329,118,NA,NA,NA,13,NA
11-Jul,Indian Wells,NA,NA,8,NA,NA,41,NA,NA,200,NA,111,NA,153,NA,146,548,1251,126,NA,NA,NA,6,NA
11-Aug,Indian Wells,NA,NA,11,NA,NA,43,NA,NA,197,NA,111,NA,161,NA,140,547,1248,126,NA,NA,NA,7,NA
11-Sep,Indian Wells,NA,NA,12,NA,NA,48,NA,NA,197,NA,105,NA,141,NA,136,556,1244,127,NA,NA,NA,6,NA
11-Oct,Indian Wells,NA,NA,14,NA,NA,46,NA,NA,194,NA,106,NA,123,NA,135,798,1330,140,NA,NA,NA,7,NA
11-Nov,Indian Wells,NA,NA,14,NA,NA,48,NA,NA,195,NA,104,NA,119,NA,140,1081,1322,142,NA,NA,NA,5,NA
11-Dec,Indian Wells,NA,NA,18,NA,NA,50,NA,NA,195,NA,106,NA,127,NA,148,1104,1361,145,NA,NA,NA,6,NA
11-Jan,Indio,1159,NA,1390,447,413,2428,116,128,201,373,400,12,1404,155,1257,565,1583,865,96,2739,NA,70,NA
11-Feb,Indio,936,NA,1464,438,455,2451,114,131,210,381,421,12,1474,160,1268,618,1608,876,92,2742,NA,74,NA
11-Mar,Indio,1044,NA,1428,436,376,2432,119,131,217,361,435,10,1457,151,1282,612,1697,877,85,2746,NA,72,NA
11-Apr,Indio,1488,NA,1246,436,379,2486,119,127,208,347,430,9,1439,153,1276,474,1544,836,85,2732,NA,64,NA
11-May,Indio,1373,NA,1108,444,384,2489,126,130,201,338,409,9,1468,156,1295,462,1519,845,85,2720,NA,71,NA
11-Jun,Indio,1903,NA,1128,449,383,2444,166,132,208,359,392,9,1491,162,1285,424,1478,804,85,2754,NA,76,NA
11-Jul,Indio,1722,NA,1311,428,359,2424,139,129,220,396,369,7,1469,136,1259,326,1402,802,85,2713,NA,41,NA
11-Aug,Indio,1373,NA,1349,428,365,2423,124,136,217,405,374,9,1455,121,1231,311,1371,812,82,2770,NA,44,NA
11-Sep,Indio,1473,NA,1308,406,367,2418,124,134,225,391,371,6,1532,140,1241,331,1401,811,87,2747,NA,48,NA
11-Oct,Indio,1281,NA,1333,417,398,2473,130,129,218,372,354,9,1642,166,1253,374,1490,815,92,2759,NA,60,NA
11-Nov,Indio,1227,NA,1293,417,399,2527,130,128,216,379,376,9,1598,174,1261,399,1522,829,86,2754,NA,62,NA
11-Dec,Indio,1248,NA,1222,418,397,2538,130,131,218,382,393,9,1563,175,1283,402,1569,843,88,2756,NA,57,NA
11-Jan,La Quinta,NA,NA,294,18,37,2491,22,59,194,130,323,NA,327,40,308,813,3781,370,NA,1901,NA,40,NA
11-Feb,La Quinta,NA,NA,308,19,44,2493,22,60,193,130,338,NA,340,39,305,801,3715,373,NA,1896,NA,41,NA
11-Mar,La Quinta,NA,NA,312,21,42,2488,25,61,191,134,334,NA,347,38,300,806,3837,370,NA,1894,NA,46,NA
11-Apr,La Quinta,NA,NA,307,25,42,2498,31,65,189,134,334,NA,357,41,328,791,3867,345,NA,1969,NA,36,NA
11-May,La Quinta,NA,NA,290,24,47,2487,31,65,189,138,302,NA,357,37,344,753,3753,346,NA,1967,NA,36,NA
11-Jun,La Quinta,NA,NA,303,24,43,2453,29,69,189,135,304,NA,355,28,353,613,3610,334,NA,1968,NA,48,NA
11-Jul,La Quinta,NA,NA,289,27,45,2419,25,55,197,126,309,NA,349,26,323,540,3543,345,NA,1796,NA,38,NA
11-Aug,La Quinta,NA,NA,285,26,46,2402,26,55,196,132,306,NA,342,27,339,536,3484,334,NA,1793,NA,33,NA
11-Sep,La Quinta,NA,NA,286,28,53,2383,25,54,200,136,302,NA,322,29,331,554,3508,338,NA,1793,NA,33,NA
11-Oct,La Quinta,NA,NA,323,25,55,2445,27,54,186,132,308,NA,330,28,330,613,3555,333,NA,1840,NA,52,NA
11-Nov,La Quinta,NA,NA,331,26,56,2555,29,54,185,134,292,NA,350,32,342,786,3703,331,NA,1858,NA,56,NA
11-Dec,La Quinta,NA,NA,328,27,58,2625,29,53,188,134,298,NA,353,36,328,788,3745,330,NA,1873,NA,70,NA
11-Jan,Palm Desert,NA,NA,1238,250,384,4948,273,834,933,488,1025,141,2266,246,5079,2051,5233,1840,NA,1472,NA,132,NA
11-Feb,Palm Desert,NA,NA,1203,244,389,4862,283,872,913,483,1032,143,2255,278,5072,2087,5278,1863,NA,1473,NA,137,NA
11-Mar,Palm Desert,NA,NA,1237,238,390,4838,276,846,969,475,1078,149,2594,281,5063,2108,5326,1876,NA,1475,NA,185,NA
11-Apr,Palm Desert,NA,NA,1326,240,388,4848,280,869,890,454,1042,144,2381,285,5108,2171,5263,1878,NA,1445,NA,131,NA
11-May,Palm Desert,NA,NA,1265,238,387,4823,286,803,871,457,1037,153,2116,284,5087,2042,5184,1848,NA,1445,NA,132,NA
11-Jun,Palm Desert,NA,NA,1251,229,369,4724,281,833,843,448,1012,150,2050,282,5062,1614,5041,1819,NA,1434,NA,133,NA
11-Jul,Palm Desert,NA,NA,1274,227,379,4626,269,775,831,464,1019,153,2096,230,5031,1583,4693,1687,NA,1353,NA,111,NA
11-Aug,Palm Desert,NA,NA,1292,225,385,4621,269,773,833,483,1020,155,2085,229,5000,1544,4558,1709,NA,1357,NA,107,NA
11-Sep,Palm Desert,NA,NA,1340,226,374,4631,283,748,822,478,1066,166,2093,295,5096,1530,4660,1703,NA,1346,NA,105,NA
11-Oct,Palm Desert,NA,NA,1357,240,383,4799,314,742,827,495,1060,154,2111,274,4965,1721,4845,1726,NA,1356,NA,131,NA
11-Nov,Palm Desert,NA,NA,1290,247,390,5407,312,748,819,521,1055,147,2134,300,4962,2019,5073,1785,NA,1354,NA,137,NA
11-Dec,Palm Desert,NA,NA,1257,239,390,5556,312,726,815,538,1031,140,2157,297,5055,2008,5124,1797,NA,1351,NA,140,NA
11-Jan,Palm Springs,NA,NA,969,510,279,1948,981,588,407,525,691,NA,815,109,4567,560,4368,803,202,2945,NA,83,NA
11-Feb,Palm Springs,NA,NA,981,517,265,1944,933,553,403,574,701,NA,843,108,4586,509,4477,836,199,2935,NA,80,NA
11-Mar,Palm Springs,NA,NA,945,509,267,1988,921,562,343,530,718,NA,872,107,4624,750,4620,840,200,2931,NA,75,NA
11-Apr,Palm Springs,NA,NA,884,510,275,1996,933,548,346,544,699,NA,880,105,4651,762,4720,846,204,2913,NA,78,NA
11-May,Palm Springs,NA,NA,898,513,281,1963,895,557,344,507,678,NA,944,106,4626,744,4717,852,202,2871,NA,79,NA
11-Jun,Palm Springs,NA,NA,884,526,276,1932,881,558,344,506,686,NA,993,100,4613,649,4442,819,199,2858,NA,83,NA
11-Jul,Palm Springs,NA,NA,912,461,271,1959,847,544,346,459,684,NA,1002,100,4522,621,4288,857,201,2724,NA,84,NA
11-Aug,Palm Springs,NA,NA,922,454,276,1984,835,547,349,455,691,NA,1011,103,4569,636,4075,835,197,2711,NA,81,NA
11-Sep,Palm Springs,NA,NA,909,462,280,1979,885,537,354,463,685,NA,1021,112,4625,627,4232,824,195,2717,NA,80,NA
11-Oct,Palm Springs,NA,NA,935,439,273,2017,903,538,355,470,720,NA,1012,119,4657,470,4313,770,195,2799,NA,98,NA
11-Nov,Palm Springs,NA,NA,912,451,277,2049,950,535,355,477,820,NA,1072,121,4662,490,4481,812,189,2798,NA,105,NA
11-Dec,Palm Springs,NA,NA,926,456,267,2107,1023,543,358,489,817,NA,1027,120,4721,497,4479,782,189,2848,NA,102,NA
11-Jan,Rancho Mirage,NA,NA,90,16,107,988,NA,156,159,230,369,NA,363,129,2071,929,2980,373,NA,NA,NA,25,NA
11-Feb,Rancho Mirage,NA,NA,92,16,115,1003,NA,150,157,228,383,NA,376,130,2096,926,3009,381,NA,NA,NA,29,NA
11-Mar,Rancho Mirage,NA,NA,88,15,88,992,NA,146,155,240,382,NA,377,129,2083,934,3027,362,NA,NA,NA,27,NA
11-Apr,Rancho Mirage,NA,NA,90,15,83,985,NA,150,174,246,377,NA,387,129,2119,937,3033,363,NA,NA,NA,29,NA
11-May,Rancho Mirage,NA,NA,96,15,84,978,NA,162,171,255,377,NA,392,131,2085,845,2962,362,NA,NA,NA,33,NA
11-Jun,Rancho Mirage,NA,NA,102,14,85,963,NA,167,178,259,381,NA,403,125,2074,578,2784,357,NA,NA,NA,24,NA
11-Jul,Rancho Mirage,NA,NA,89,16,84,937,NA,168,176,250,383,NA,405,117,2050,518,2752,351,NA,NA,NA,27,NA
11-Aug,Rancho Mirage,NA,NA,94,17,84,938,NA,165,179,255,369,NA,417,115,2056,512,2918,347,NA,NA,NA,23,NA
11-Sep,Rancho Mirage,NA,NA,92,21,80,925,NA,150,176,254,401,NA,430,118,2066,521,2830,336,NA,NA,NA,25,NA
11-Oct,Rancho Mirage,NA,NA,82,18,84,914,NA,156,180,256,386,NA,458,129,2043,589,2801,350,NA,NA,NA,32,NA
11-Nov,Rancho Mirage,NA,NA,76,14,83,953,NA,156,179,246,393,NA,460,125,2039,900,2913,352,NA,NA,NA,39,NA
11-Dec,Rancho Mirage,NA,NA,78,15,91,942,NA,154,181,246,407,NA,461,124,2020,924,2960,362,NA,NA,NA,40,NA
12-Jan,Cathedral City,NA,NA,607,150,89,2460,34,82,163,224,89,NA,712,59,529,153,1178,901,NA,876,NA,38,NA
12-Feb,Cathedral City,NA,NA,577,147,85,2446,35,78,172,235,88,NA,667,61,537,157,1201,902,NA,875,NA,44,NA
12-Mar,Cathedral City,NA,NA,575,155,90,2434,36,76,169,233,88,NA,666,61,539,168,1241,927,NA,874,NA,44,NA
12-Apr,Cathedral City,NA,NA,579,172,97,2419,41,77,235,236,98,NA,694,65,556,137,1171,931,NA,869,NA,45,NA
12-May,Cathedral City,NA,NA,596,176,96,2440,42,78,240,226,96,NA,706,60,554,128,1166,898,NA,871,NA,49,NA
12-Jun,Cathedral City,NA,NA,589,173,94,2391,42,82,234,221,92,NA,726,61,567,119,1177,885,NA,867,NA,46,NA
12-Jul,Cathedral City,NA,NA,615,88,89,2380,38,85,232,229,101,NA,790,59,527,109,1106,890,NA,869,NA,20,NA
12-Aug,Cathedral City,NA,NA,642,88,92,2412,43,88,226,226,105,NA,795,53,580,107,1107,892,NA,870,NA,22,NA
12-Sep,Cathedral City,NA,NA,669,90,93,2395,42,78,225,238,107,NA,782,52,617,111,1084,878,NA,869,NA,24,NA
12-Oct,Cathedral City,NA,NA,645,75,91,2444,42,76,244,229,103,NA,809,54,597,121,1153,926,NA,856,NA,22,NA
12-Nov,Cathedral City,NA,NA,659,70,90,2526,42,80,264,222,111,NA,878,57,612,124,1166,979,NA,850,NA,21,NA
12-Dec,Cathedral City,NA,NA,709,70,90,2516,39,89,257,230,113,NA,825,53,618,122,1176,972,NA,855,NA,27,NA
12-Jan,Coachella,1511,NA,222,527,258,910,74,NA,71,71,63,NA,77,NA,95,NA,467,232,NA,2219,NA,14,NA
12-Feb,Coachella,1076,NA,211,528,257,922,75,NA,74,70,66,NA,76,NA,92,NA,481,233,NA,2230,NA,18,NA
12-Mar,Coachella,1311,NA,217,519,250,934,67,NA,72,72,56,NA,85,NA,104,NA,473,236,NA,2209,NA,11,NA
12-Apr,Coachella,1410,NA,219,531,250,897,74,NA,67,67,54,NA,93,NA,96,NA,484,274,NA,2211,NA,11,NA
12-May,Coachella,1579,NA,225,521,252,899,84,NA,69,64,43,NA,109,NA,89,NA,499,275,NA,2211,NA,16,NA
12-Jun,Coachella,2042,NA,215,536,257,903,107,NA,67,67,42,NA,115,NA,94,NA,489,263,NA,2206,NA,14,NA
12-Jul,Coachella,1574,NA,228,626,264,938,104,NA,67,63,25,NA,108,NA,91,NA,472,305,NA,2240,NA,9,NA
12-Aug,Coachella,1108,NA,228,624,255,931,102,NA,71,68,26,NA,114,NA,89,NA,475,298,NA,2215,NA,12,NA
12-Sep,Coachella,1278,NA,239,611,261,936,106,NA,71,68,25,NA,127,NA,80,NA,483,316,NA,2220,NA,10,NA
12-Oct,Coachella,1646,NA,249,621,258,924,103,NA,70,64,29,NA,111,NA,87,NA,480,333,NA,2223,NA,12,NA
12-Nov,Coachella,1429,NA,230,601,259,950,86,NA,68,66,28,NA,130,NA,69,NA,488,334,NA,2224,NA,11,NA
12-Dec,Coachella,1697,NA,226,602,258,960,72,NA,68,64,26,NA,136,NA,70,NA,484,331,NA,2219,NA,10,NA
12-Jan,Desert Hot Springs,NA,NA,160,10,16,450,25,NA,264,83,29,NA,63,NA,341,98,661,297,NA,642,NA,17,NA
12-Feb,Desert Hot Springs,NA,NA,177,10,17,440,27,NA,280,84,31,NA,100,NA,334,100,645,306,NA,643,NA,15,NA
12-Mar,Desert Hot Springs,NA,NA,179,10,16,440,32,NA,293,85,29,NA,98,NA,332,98,675,303,NA,640,NA,18,NA
12-Apr,Desert Hot Springs,NA,NA,180,9,17,442,31,NA,288,81,27,NA,100,NA,347,96,682,341,NA,641,NA,15,NA
12-May,Desert Hot Springs,NA,NA,183,9,17,451,30,NA,295,76,26,NA,112,NA,348,90,598,343,NA,642,NA,18,NA
12-Jun,Desert Hot Springs,NA,NA,180,7,17,434,31,NA,300,79,23,NA,106,NA,346,79,601,352,NA,646,NA,15,NA
12-Jul,Desert Hot Springs,NA,NA,209,3,17,455,29,NA,284,77,33,NA,111,NA,330,88,622,399,NA,623,NA,11,NA
12-Aug,Desert Hot Springs,NA,NA,221,4,16,464,28,NA,293,73,33,NA,115,NA,364,91,618,395,NA,628,NA,9,NA
12-Sep,Desert Hot Springs,NA,NA,230,6,17,459,28,NA,297,79,32,NA,126,NA,363,87,711,401,NA,623,NA,10,NA
12-Oct,Desert Hot Springs,NA,NA,200,7,16,452,27,NA,281,85,31,NA,102,NA,370,85,681,453,NA,643,NA,12,NA
12-Nov,Desert Hot Springs,NA,NA,195,8,16,467,27,NA,284,89,33,NA,92,NA,373,105,712,455,NA,643,NA,11,NA
12-Dec,Desert Hot Springs,NA,NA,204,9,15,464,26,NA,280,85,37,NA,92,NA,369,105,716,453,NA,644,NA,12,NA
12-Jan,Indian Wells,NA,NA,25,NA,NA,46,NA,NA,194,82,97,NA,112,NA,148,1106,1387,133,NA,NA,NA,9,NA
12-Feb,Indian Wells,NA,NA,23,NA,NA,46,NA,NA,200,83,100,NA,133,NA,153,1152,1424,133,NA,NA,NA,7,NA
12-Mar,Indian Wells,NA,NA,20,NA,NA,49,NA,NA,195,96,101,NA,149,NA,158,1290,1428,132,NA,NA,NA,8,NA
12-Apr,Indian Wells,NA,NA,26,NA,NA,59,NA,NA,196,84,99,NA,149,NA,166,1081,1364,132,NA,NA,NA,10,NA
12-May,Indian Wells,NA,NA,19,NA,NA,57,NA,NA,195,84,102,NA,152,NA,164,1033,1351,130,NA,NA,NA,11,NA
12-Jun,Indian Wells,NA,NA,24,NA,NA,55,NA,NA,193,96,107,NA,141,NA,160,610,1303,127,NA,NA,NA,11,NA
12-Jul,Indian Wells,NA,NA,27,NA,NA,64,NA,NA,193,65,110,NA,163,NA,172,554,1249,128,NA,NA,NA,13,NA
12-Aug,Indian Wells,NA,NA,33,NA,NA,63,NA,NA,198,59,108,NA,159,NA,153,535,1183,130,NA,NA,NA,16,NA
12-Sep,Indian Wells,NA,NA,26,NA,NA,64,NA,NA,207,65,111,NA,154,NA,164,550,1258,128,NA,NA,NA,15,NA
12-Oct,Indian Wells,NA,NA,10,NA,NA,49,NA,NA,207,67,108,NA,148,NA,154,726,1341,133,NA,NA,NA,9,NA
12-Nov,Indian Wells,NA,NA,10,NA,NA,57,NA,NA,207,59,112,NA,160,NA,153,1063,1373,136,NA,NA,NA,10,NA
12-Dec,Indian Wells,NA,NA,10,NA,NA,57,NA,NA,204,67,113,NA,159,NA,162,1136,1341,139,NA,NA,NA,10,NA
12-Jan,Indio,976,NA,1437,481,392,2626,120,136,234,406,375,9,1451,168,1334,494,1644,791,88,2827,NA,68,NA
12-Feb,Indio,547,NA,1417,476,390,2615,123,136,235,417,415,9,1451,168,1304,542,1682,812,87,2840,NA,84,NA
12-Mar,Indio,849,NA,1452,470,387,2604,120,137,233,443,424,9,1433,172,1328,571,1808,805,88,2842,NA,86,NA
12-Apr,Indio,1325,NA,1607,514,393,2617,112,138,235,456,414,10,1479,161,1326,514,1722,874,303,2841,NA,69,NA
12-May,Indio,1660,NA,1659,527,394,2652,125,142,239,455,371,10,1528,159,1349,494,1651,864,302,2833,NA,72,NA
12-Jun,Indio,2066,NA,1737,557,394,2627,154,146,239,450,386,9,1519,181,1366,417,1600,844,299,2834,NA,63,NA
12-Jul,Indio,878,NA,1810,582,387,2658,106,133,251,458,375,10,1552,168,1317,381,1559,966,301,2803,NA,56,NA
12-Aug,Indio,512,NA,1782,615,390,2647,95,135,252,456,378,9,1568,157,1341,366,1556,977,300,2796,NA,64,NA
12-Sep,Indio,641,NA,1848,594,390,2668,100,133,242,455,388,9,1604,166,1362,417,1577,986,301,2801,NA,57,NA
12-Oct,Indio,866,NA,1919,594,396,2706,104,161,239,437,358,10,1693,187,1348,446,1600,950,302,2784,NA,59,NA
12-Nov,Indio,856,NA,1964,560,404,2806,104,161,238,442,378,9,1618,195,1352,500,1714,995,302,2784,NA,62,NA
12-Dec,Indio,801,NA,1848,559,403,2816,99,166,220,441,380,7,1593,195,1338,563,1749,1001,300,2781,NA,54,NA
12-Jan,La Quinta,NA,NA,335,23,40,2562,23,44,192,136,378,NA,339,60,349,801,3764,343,NA,1992,NA,41,NA
12-Feb,La Quinta,NA,NA,372,23,46,2523,23,43,197,137,395,NA,341,58,353,797,3798,341,NA,1993,NA,59,NA
12-Mar,La Quinta,NA,NA,386,24,44,2506,23,42,188,133,387,NA,330,56,359,796,3855,343,NA,1993,NA,45,NA
12-Apr,La Quinta,NA,NA,375,24,52,2491,23,42,204,145,365,NA,314,61,373,784,3932,366,NA,2013,NA,62,NA
12-May,La Quinta,NA,NA,330,23,46,2489,26,42,206,144,361,NA,312,54,376,739,3842,365,NA,2017,NA,52,NA
12-Jun,La Quinta,NA,NA,345,25,53,2434,21,42,206,125,356,NA,297,54,405,593,3762,366,NA,2018,NA,43,NA
12-Jul,La Quinta,NA,NA,373,26,48,2422,31,43,218,227,350,NA,316,45,401,533,3631,339,NA,1786,NA,41,NA
12-Aug,La Quinta,NA,NA,404,27,43,2416,30,41,217,225,350,NA,314,43,395,517,3449,341,NA,1788,NA,40,NA
12-Sep,La Quinta,NA,NA,386,27,38,2411,34,42,224,230,370,NA,311,43,390,532,3438,345,NA,1791,NA,42,NA
12-Oct,La Quinta,NA,NA,377,28,44,2430,38,43,209,214,379,NA,315,43,396,606,2480,366,NA,1928,NA,53,NA
12-Nov,La Quinta,NA,NA,396,28,41,2598,42,42,212,209,363,NA,332,41,403,804,2638,372,NA,1926,NA,50,NA
12-Dec,La Quinta,NA,NA,387,28,39,2699,40,43,211,213,347,NA,328,48,405,801,2691,362,NA,1926,NA,66,NA
12-Jan,Palm Desert,NA,NA,1153,261,386,5419,324,735,816,538,1034,162,2203,293,5015,2120,5173,1816,NA,1347,NA,156,NA
12-Feb,Palm Desert,NA,NA,1169,263,387,5262,350,782,799,554,1040,156,2331,294,5105,2146,5205,1838,NA,1348,NA,161,NA
12-Mar,Palm Desert,NA,NA,1205,259,389,5224,349,784,809,560,1043,161,2674,299,5152,2113,5243,1855,NA,1352,NA,167,NA
12-Apr,Palm Desert,NA,NA,1169,261,395,5067,349,786,818,556,1009,143,2785,295,5170,2187,5321,1845,NA,1352,NA,134,NA
12-May,Palm Desert,NA,NA,1244,265,402,5067,360,758,806,545,1039,150,2280,299,5169,2034,5314,1839,NA,1365,NA,128,NA
12-Jun,Palm Desert,NA,NA,1241,289,397,4962,346,773,808,531,1043,148,2266,289,5156,1618,5305,1813,NA,1364,NA,122,NA
12-Jul,Palm Desert,NA,NA,1297,257,418,4924,343,755,849,564,1024,158,2211,253,5229,1544,5115,1904,NA,1307,NA,104,NA
12-Aug,Palm Desert,NA,NA,1341,254,441,4894,339,728,852,565,1026,153,2288,250,5211,1529,4991,1893,NA,1252,NA,104,NA
12-Sep,Palm Desert,NA,NA,1323,284,438,4831,341,725,817,566,1038,161,2275,322,5219,1521,5083,1943,NA,1193,NA,101,NA
12-Oct,Palm Desert,NA,NA,1337,275,421,4928,359,716,790,557,1016,162,2201,318,5199,1737,5085,2027,NA,1265,NA,100,NA
12-Nov,Palm Desert,NA,NA,1366,295,430,5666,365,727,770,583,1005,148,2284,319,5200,2127,5311,2127,NA,1268,NA,103,NA
12-Dec,Palm Desert,NA,NA,1351,286,435,5780,342,734,766,578,1011,155,2279,317,5221,2155,5395,2162,NA,1271,NA,96,NA
12-Jan,Palm Springs,NA,NA,850,495,273,2102,938,507,366,525,796,NA,846,117,4648,651,4683,817,186,2878,NA,98,NA
12-Feb,Palm Springs,NA,NA,847,492,274,2100,942,497,354,517,802,NA,860,120,4697,600,4906,808,184,2881,NA,109,NA
12-Mar,Palm Springs,NA,NA,866,497,283,2113,938,500,361,526,792,NA,898,116,4757,826,4982,819,187,2855,NA,118,NA
12-Apr,Palm Springs,NA,NA,855,494,278,2145,930,494,424,519,791,NA,899,110,4757,821,4943,834,186,2867,NA,167,NA
12-May,Palm Springs,NA,NA,858,497,288,2151,922,493,419,495,611,NA,886,111,4712,817,4835,812,189,2862,NA,113,NA
12-Jun,Palm Springs,NA,NA,874,495,279,2147,916,492,446,464,595,NA,861,103,4780,750,4550,819,188,2834,NA,116,NA
12-Jul,Palm Springs,NA,NA,865,495,267,2125,869,481,438,473,610,NA,876,103,4838,870,4428,850,188,2707,NA,83,NA
12-Aug,Palm Springs,NA,NA,854,503,277,2113,894,483,440,474,614,NA,864,97,4894,849,4339,847,190,2722,NA,77,NA
12-Sep,Palm Springs,NA,NA,878,505,274,2122,945,468,439,471,613,NA,871,102,4894,771,4530,848,188,2718,NA,88,NA
12-Oct,Palm Springs,NA,NA,890,503,268,2149,916,441,450,492,630,NA,951,107,4911,592,4790,895,190,2825,NA,86,NA
